,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate,lc_standard_error
qwen2.5-0.5b-ft,0.12422360248447205,0.12422360248447203,community,388,1,804,0,805,0.12422360248447205,0.24899177790207333,0.01580310568987459
